RNA_Name,Sequence_Length,GC_Content,AT_Content,A_Count,C_Count,G_Count,T_Count,N_Count,Max_Streak,Start_Codon,Max_Palindrome_Length,Melting_Temp,Molecular_Weight,Codon_Usage_Bias,Entropy,Linguistic_Complexity,Repeat_Region_Count,Dinucleotide_AA,Dinucleotide_AC,Dinucleotide_AG,Dinucleotide_AT,Dinucleotide_CA,Dinucleotide_CC,Dinucleotide_CG,Dinucleotide_CT,Dinucleotide_GA,Dinucleotide_GC,Dinucleotide_GG,Dinucleotide_GT,Dinucleotide_TA,Dinucleotide_TC,Dinucleotide_TG,Dinucleotide_TT
5_8S_rRNA,156,0.4230769230769231,0.4551282051282051,30,26,40,41,0,5,3,1,8,57.44115384615385,42555.16999999996,4.594672032363178,2.4928489111017123,0.7450980392156863,0.03870967741935484,0.025806451612903226,0.025806451612903226,0.05161290322580645,0.04516129032258064,0.03870967741935484,0.03870967741935484,0.03225806451612903,0.05806451612903226,0.06451612903225806,0.06451612903225806,0.04516129032258064,0.012903225806451613,0.01935483870967742,0.0967741935483871,0.0967741935483871,48
5_8S_rRNA,155,0.34838709677419355,0.6516129032258065,52,26,28,49,0,3,0,1,9,54.378870967741946,47928.78999999995,4.814103037837824,1.9318597717628614,0.7806451612903226,0.11038961038961038,0.025974025974025976,0.05844155844155844,0.13636363636363635,0.03896103896103896,0.01948051948051948,0.05194805194805195,0.05844155844155844,0.07142857142857142,0.045454545454545456,0.012987012987012988,0.05194805194805195,0.11038961038961038,0.07792207792207792,0.05844155844155844,0.07142857142857142,77
5_8S_rRNA,155,0.41935483870967744,0.45161290322580644,34,31,34,36,0,4,2,1,9,57.28854838709678,41757.69999999996,4.453188816197032,2.5773144385390165,0.8104575163398693,0.045454545454545456,0.012987012987012988,0.03896103896103896,0.06493506493506493,0.06493506493506493,0.025974025974025976,0.05194805194805195,0.03896103896103896,0.06493506493506493,0.05844155844155844,0.03896103896103896,0.025974025974025976,0.025974025974025976,0.06493506493506493,0.06493506493506493,0.07142857142857142,10
5_8S_rRNA,156,0.4935897435897436,0.5064102564102564,35,31,46,44,0,3,0,1,6,60.332179487179495,48454.94999999997,4.902174814211728,1.9815314982614107,0.7435897435897436,0.06451612903225806,0.05161290322580645,0.04516129032258064,0.06451612903225806,0.03225806451612903,0.03870967741935484,0.05806451612903226,0.07096774193548387,0.06451612903225806,0.07096774193548387,0.07741935483870968,0.07741935483870968,0.05806451612903226,0.03870967741935484,0.11612903225806452,0.07096774193548387,56
5_8S_rRNA,153,0.4444444444444444,0.5555555555555556,44,32,36,41,0,6,0,1,8,58.31722222222223,47358.34999999995,4.812144891365082,1.9894667743181043,0.7320261437908496,0.09210526315789473,0.019736842105263157,0.06578947368421052,0.10526315789473684,0.07894736842105263,0.046052631578947366,0.046052631578947366,0.039473684210526314,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.03289473684210526,0.09210526315789473,0.07236842105263158,0.07236842105263158,72
5_8S_rRNA,153,0.4444444444444444,0.5555555555555556,39,39,29,46,0,6,0,1,6,58.31722222222223,47033.039999999964,4.9221378418442345,1.981396523028746,0.738562091503268,0.08552631578947369,0.039473684210526314,0.039473684210526314,0.08552631578947369,0.07236842105263158,0.05263157894736842,0.03289473684210526,0.09868421052631579,0.06578947368421052,0.05921052631578947,0.03289473684210526,0.03289473684210526,0.02631578947368421,0.10526315789473684,0.08552631578947369,0.08552631578947369,115
5_8S_rRNA,154,0.538961038961039,0.461038961038961,31,37,46,40,0,3,0,1,11,62.192402597402605,47720.429999999964,4.748515234544756,1.98567722949762,0.7987012987012987,0.0392156862745098,0.0392156862745098,0.0915032679738562,0.032679738562091505,0.0457516339869281,0.05228758169934641,0.06535947712418301,0.0784313725490196,0.08496732026143791,0.06535947712418301,0.05228758169934641,0.09803921568627451,0.026143790849673203,0.08496732026143791,0.0915032679738562,0.05228758169934641,128
5_8S_rRNA,154,0.4805194805194805,0.5194805194805194,37,29,45,43,0,4,0,1,7,59.79629870129871,47869.60999999994,4.772929205090571,1.9804618837208994,0.6883116883116883,0.06535947712418301,0.0196078431372549,0.05228758169934641,0.09803921568627451,0.06535947712418301,0.0392156862745098,0.058823529411764705,0.026143790849673203,0.0915032679738562,0.0784313725490196,0.08496732026143791,0.0392156862745098,0.0196078431372549,0.0457516339869281,0.09803921568627451,0.11764705882352941,78
5_8S_rRNA,156,0.3974358974358974,0.47435897435897434,36,31,31,38,0,3,0,1,13,56.3898717948718,42004.86999999995,4.657882376868653,2.588512928876548,0.7948717948717948,0.07096774193548387,0.01935483870967742,0.03870967741935484,0.07096774193548387,0.05161290322580645,0.03870967741935484,0.025806451612903226,0.05161290322580645,0.03870967741935484,0.03225806451612903,0.03225806451612903,0.05806451612903226,0.03870967741935484,0.06451612903225806,0.06451612903225806,0.05806451612903226,52
5_8S_rRNA,159,0.4779874213836478,0.49056603773584906,38,34,42,40,0,5,5,1,13,59.692484276729566,47728.51999999996,4.878562939644916,1.9956862961132766,0.7662337662337663,0.08227848101265822,0.0379746835443038,0.06329113924050633,0.04430379746835443,0.056962025316455694,0.03164556962025317,0.06329113924050633,0.06329113924050633,0.06329113924050633,0.0759493670886076,0.0379746835443038,0.08227848101265822,0.02531645569620253,0.06329113924050633,0.10126582278481013,0.06329113924050633,83
5_8S_rRNA,162,0.5925925925925926,0.4074074074074074,34,49,47,32,0,5,0,1,10,64.3912962962963,50025.90999999995,5.009245603895129,1.9746636140389104,0.7530864197530864,0.043478260869565216,0.06832298136645963,0.031055900621118012,0.062111801242236024,0.07453416149068323,0.06832298136645963,0.09937888198757763,0.062111801242236024,0.07453416149068323,0.08695652173913043,0.09316770186335403,0.037267080745341616,0.018633540372670808,0.08074534161490683,0.062111801242236024,0.037267080745341616,84
5_8S_rRNA,161,0.422360248447205,0.577639751552795,42,30,38,51,0,3,0,1,8,57.41177018633541,49853.88999999997,5.1333963978777835,1.974401427329735,0.7577639751552795,0.08125,0.0625,0.04375,0.075,0.06875,0.01875,0.03125,0.06875,0.05625,0.05625,0.04375,0.075,0.05625,0.05,0.11875,0.09375,90
5_8S_rRNA,155,0.4,0.6,50,31,31,43,0,4,0,1,8,56.495000000000005,47910.75999999996,4.7896890672920085,1.9684962427909296,0.7870967741935484,0.1038961038961039,0.045454545454545456,0.06493506493506493,0.1038961038961039,0.08441558441558442,0.03896103896103896,0.01948051948051948,0.05844155844155844,0.07142857142857142,0.025974025974025976,0.025974025974025976,0.07792207792207792,0.05844155844155844,0.09090909090909091,0.09090909090909091,0.03896103896103896,122
5_8S_rRNA,154,0.44805194805194803,0.551948051948052,37,30,39,48,0,6,0,1,12,58.46512987012988,47704.47999999997,4.745283920105923,1.979998365586006,0.564935064935065,0.10457516339869281,0.026143790849673203,0.06535947712418301,0.0457516339869281,0.0392156862745098,0.0784313725490196,0.032679738562091505,0.0392156862745098,0.0784313725490196,0.0457516339869281,0.0784313725490196,0.05228758169934641,0.0196078431372549,0.0457516339869281,0.0784313725490196,0.16993464052287582,85
5_8S_rRNA,154,0.474025974025974,0.525974025974026,39,33,40,42,0,3,0,1,7,59.53006493506494,47702.50999999997,4.6720420084684795,1.9943829820802321,0.7727272727272727,0.058823529411764705,0.08496732026143791,0.0196078431372549,0.08496732026143791,0.1111111111111111,0.0392156862745098,0.06535947712418301,0,0.0718954248366013,0.05228758169934641,0.0392156862745098,0.09803921568627451,0.013071895424836602,0.0392156862745098,0.13725490196078433,0.08496732026143791,78
5_8S_rRNA,146,0.4726027397260274,0.5273972602739726,41,32,37,36,0,5,0,1,7,59.47171232876713,45226.97999999997,4.91829583405449,1.99443615634895,0.7808219178082192,0.08275862068965517,0.05517241379310345,0.05517241379310345,0.08275862068965517,0.06206896551724138,0.027586206896551724,0.06896551724137931,0.06206896551724138,0.07586206896551724,0.08275862068965517,0.04827586206896552,0.04827586206896552,0.05517241379310345,0.05517241379310345,0.08275862068965517,0.05517241379310345,93
5_8S_rRNA,153,0.4444444444444444,0.5555555555555556,41,29,39,44,0,6,0,1,8,58.31722222222223,47451.37999999996,5.015370930121949,1.9836181773089274,0.6993464052287581,0.06578947368421052,0.039473684210526314,0.09868421052631579,0.05921052631578947,0.07894736842105263,0.03289473684210526,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.07236842105263158,0.05263157894736842,0.039473684210526314,0.06578947368421052,0.05921052631578947,0.125,93
5_8S_rRNA,160,0.55,0.45,32,38,50,40,0,5,0,1,9,62.64500000000001,49639.65999999995,4.930473992176589,1.981358227418069,0.68125,0.050314465408805034,0.06918238993710692,0.025157232704402517,0.05660377358490566,0.03773584905660377,0.06289308176100629,0.06289308176100629,0.07547169811320754,0.07547169811320754,0.050314465408805034,0.1320754716981132,0.050314465408805034,0.031446540880503145,0.05660377358490566,0.09433962264150944,0.06918238993710692,65
5_8S_rRNA,150,0.5133333333333333,0.4866666666666667,37,31,46,36,0,4,0,1,9,61.14166666666667,46647.84999999996,4.853660689688185,1.9852786226238135,0.6933333333333334,0.06040268456375839,0.03355704697986577,0.08053691275167785,0.0738255033557047,0.06711409395973154,0.040268456375838924,0.04697986577181208,0.053691275167785234,0.09395973154362416,0.08053691275167785,0.10738255033557047,0.020134228187919462,0.026845637583892617,0.04697986577181208,0.0738255033557047,0.09395973154362416,118
5_8S_rRNA,156,0.5192307692307693,0.4807692307692308,42,40,41,33,0,7,0,1,10,61.383461538461546,48257.899999999936,5.0465935642949376,1.9938695670649866,0.7115384615384616,0.06451612903225806,0.04516129032258064,0.08387096774193549,0.07741935483870968,0.07096774193548387,0.1032258064516129,0.05806451612903226,0.025806451612903226,0.09032258064516129,0.04516129032258064,0.06451612903225806,0.05806451612903226,0.04516129032258064,0.05806451612903226,0.05806451612903226,0.05161290322580645,111
5_8S_rRNA,150,0.6466666666666666,0.35333333333333333,28,44,53,25,0,4,0,1,12,66.60833333333333,46546.67999999997,4.733660689688184,1.9321712380034028,0.6533333333333333,0.06040268456375839,0.020134228187919462,0.06040268456375839,0.040268456375838924,0.03355704697986577,0.10738255033557047,0.10067114093959731,0.053691275167785234,0.06040268456375839,0.11409395973154363,0.14093959731543623,0.040268456375838924,0.026845637583892617,0.053691275167785234,0.053691275167785234,0.03355704697986577,79
5_8S_rRNA,156,0.3333333333333333,0.6666666666666666,60,30,22,44,0,11,0,1,11,53.76166666666667,48094.97999999996,4.794297112780252,1.9011545237671952,0.6923076923076923,0.1935483870967742,0.07096774193548387,0.025806451612903226,0.0967741935483871,0.05806451612903226,0.01935483870967742,0.01935483870967742,0.09032258064516129,0.07096774193548387,0.025806451612903226,0.01935483870967742,0.025806451612903226,0.06451612903225806,0.07096774193548387,0.07741935483870968,0.07096774193548387,119
5_8S_rRNA,144,0.4027777777777778,0.5972222222222222,40,29,29,46,0,4,0,1,11,56.6088888888889,44454.449999999975,4.787782031835941,1.970453671640116,0.7569444444444444,0.08391608391608392,0.04195804195804196,0.04195804195804196,0.11188811188811189,0.09090909090909091,0.013986013986013986,0.04195804195804196,0.055944055944055944,0.06993006993006994,0.055944055944055944,0.027972027972027972,0.04195804195804196,0.027972027972027972,0.09090909090909091,0.09090909090909091,0.11188811188811189,82
5_8S_rRNA,166,0.4939759036144578,0.5060240963855421,46,47,35,38,0,3,0,1,11,60.34801204819278,51080.68999999997,4.985460849691615,1.9889208945312524,0.8192771084337349,0.05454545454545454,0.07272727272727272,0.07878787878787878,0.07272727272727272,0.10909090909090909,0.048484848484848485,0.024242424242424242,0.09696969696969697,0.08484848484848485,0.06666666666666667,0.03636363636363636,0.024242424242424242,0.030303030303030304,0.09696969696969697,0.06666666666666667,0.03636363636363636,117
5_8S_rRNA,156,0.38461538461538464,0.6153846153846154,44,36,24,52,0,6,0,0,11,55.86423076923077,47910.63999999997,4.897085150625374,1.946977496858345,0.5064102564102564,0.14838709677419354,0.04516129032258064,0.012903225806451613,0.07096774193548387,0.07096774193548387,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.025806451612903226,0.03870967741935484,0.05161290322580645,0.03870967741935484,0.03225806451612903,0.05161290322580645,0.05806451612903226,0.1935483870967742,117
5_8S_rRNA,88,0.4318181818181818,0.5681818181818182,21,17,21,29,0,5,0,0,7,57.79954545454546,27228.38999999997,4.349191770915039,1.9725492445843056,0.6818181818181818,0.06896551724137931,0.05747126436781609,0.04597701149425287,0.05747126436781609,0.08045977011494253,0.022988505747126436,0.04597701149425287,0.04597701149425287,0.05747126436781609,0.05747126436781609,0.05747126436781609,0.06896551724137931,0.034482758620689655,0.04597701149425287,0.09195402298850575,0.16091954022988506,33
5_8S_rRNA,179,0.49162011173184356,0.5083798882681564,46,41,47,45,0,7,0,1,8,60.251424581005594,55425.45999999997,5.187396439045672,1.9981032212215282,0.6256983240223464,0.10674157303370786,0.03932584269662921,0.033707865168539325,0.07303370786516854,0.056179775280898875,0.06741573033707865,0.06741573033707865,0.03932584269662921,0.06741573033707865,0.06179775280898876,0.09550561797752809,0.03932584269662921,0.02247191011235955,0.06179775280898876,0.06741573033707865,0.10112359550561797,103
5_8S_rRNA,154,0.474025974025974,0.525974025974026,38,28,45,43,0,6,0,1,9,59.53006493506494,47893.63999999997,4.976155243847439,1.9778907152696108,0.8051948051948052,0.0784313725490196,0.0457516339869281,0.0392156862745098,0.08496732026143791,0.0392156862745098,0.013071895424836602,0.10457516339869281,0.026143790849673203,0.0718954248366013,0.058823529411764705,0.0457516339869281,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.10457516339869281,0.05228758169934641,96
5_8S_rRNA,163,0.6503067484662577,0.3496932515337423,30,47,59,27,0,5,0,1,8,66.75757668711657,50624.27999999997,4.935171529821054,1.9270698943055142,0.6687116564417178,0.06172839506172839,0.030864197530864196,0.05555555555555555,0.037037037037037035,0.037037037037037035,0.09876543209876543,0.10493827160493827,0.04938271604938271,0.06790123456790123,0.12345679012345678,0.12962962962962962,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.07407407407407407,0.037037037037037035,94
5_8S_rRNA,164,0.5792682926829268,0.42073170731707316,46,41,54,23,0,5,0,1,9,63.845000000000006,51037.749999999956,5.1804513908921015,1.9395682712394091,0.725609756097561,0.07975460122699386,0.06134969325153374,0.08588957055214724,0.05521472392638037,0.07975460122699386,0.06134969325153374,0.06748466257668712,0.03680981595092025,0.06748466257668712,0.11042944785276074,0.1165644171779141,0.03680981595092025,0.049079754601226995,0.018404907975460124,0.06134969325153374,0.012269938650306749,79
5_8S_rRNA,156,0.5512820512820513,0.44871794871794873,45,37,49,25,0,5,0,1,8,62.69756410256411,48530.149999999965,4.810734669939353,1.9578358664960955,0.7307692307692307,0.0967741935483871,0.04516129032258064,0.08387096774193549,0.06451612903225806,0.07096774193548387,0.06451612903225806,0.05806451612903226,0.04516129032258064,0.09032258064516129,0.0967741935483871,0.09032258064516129,0.03870967741935484,0.025806451612903226,0.03225806451612903,0.08387096774193549,0.012903225806451613,68
5_8S_rRNA,153,0.43790849673202614,0.5620915032679739,48,29,38,38,0,3,0,1,13,58.049248366013074,47489.499999999956,4.8977238712984175,1.977635294228419,0.7058823529411765,0.1118421052631579,0.046052631578947366,0.07236842105263158,0.07894736842105263,0.06578947368421052,0.039473684210526314,0.046052631578947366,0.039473684210526314,0.07894736842105263,0.05921052631578947,0.05921052631578947,0.05263157894736842,0.05263157894736842,0.046052631578947366,0.07236842105263158,0.07894736842105263,68
5_8S_rRNA,154,0.6103896103896104,0.38961038961038963,34,40,54,26,0,4,0,1,11,65.12097402597404,47902.61999999996,4.961353528118743,1.9497331758474876,0.7272727272727273,0.05228758169934641,0.0392156862745098,0.0718954248366013,0.058823529411764705,0.0457516339869281,0.0718954248366013,0.10457516339869281,0.032679738562091505,0.0784313725490196,0.10457516339869281,0.11764705882352941,0.05228758169934641,0.0392156862745098,0.0457516339869281,0.058823529411764705,0.026143790849673203,69
5_8S_rRNA,152,0.34868421052631576,0.6513157894736842,57,26,27,42,0,4,0,1,9,54.39105263157895,47036.29999999997,4.783465189601647,1.9219705542713468,0.7368421052631579,0.1390728476821192,0.09271523178807947,0.052980132450331126,0.09271523178807947,0.059602649006622516,0.019867549668874173,0.046357615894039736,0.039735099337748346,0.07947019867549669,0.019867549668874173,0.019867549668874173,0.059602649006622516,0.09933774834437085,0.039735099337748346,0.059602649006622516,0.07947019867549669,107
5_8S_rRNA,158,0.6329113924050633,0.3670886075949367,36,40,60,22,0,4,0,1,8,66.0443670886076,49287.53999999995,4.755835574318712,1.9144430570761575,0.6708860759493671,0.06369426751592357,0.03184713375796178,0.08280254777070063,0.044585987261146494,0.050955414012738856,0.08280254777070063,0.08280254777070063,0.03821656050955414,0.08917197452229299,0.10828025477707007,0.15286624203821655,0.03184713375796178,0.01910828025477707,0.03184713375796178,0.06369426751592357,0.025477707006369428,94
5_8S_rRNA,161,0.4782608695652174,0.5217391304347826,47,29,48,37,0,4,0,1,9,59.70369565217392,50164.19999999995,5.147639558295963,1.9720653287330319,0.7329192546583851,0.0875,0.04375,0.08125,0.08125,0.05,0.0375,0.0625,0.03125,0.075,0.0625,0.0875,0.06875,0.075,0.0375,0.06875,0.05,62
5_8S_rRNA,156,0.5897435897435898,0.41025641025641024,38,41,51,26,0,4,0,1,7,64.27448717948718,48457.009999999966,4.7962176025900565,1.9611329700647333,0.7307692307692307,0.07096774193548387,0.08387096774193549,0.04516129032258064,0.04516129032258064,0.03870967741935484,0.08387096774193549,0.08387096774193549,0.05806451612903226,0.1032258064516129,0.06451612903225806,0.1032258064516129,0.05806451612903226,0.025806451612903226,0.03225806451612903,0.0967741935483871,0.0064516129032258064,61
5_8S_rRNA,153,0.4444444444444444,0.5555555555555556,52,29,39,33,0,4,0,1,7,58.31722222222223,47550.599999999955,4.828904753566519,1.9639237467678607,0.7450980392156863,0.09868421052631579,0.07236842105263158,0.07894736842105263,0.09210526315789473,0.05263157894736842,0.046052631578947366,0.046052631578947366,0.039473684210526314,0.09210526315789473,0.05263157894736842,0.06578947368421052,0.046052631578947366,0.09210526315789473,0.019736842105263157,0.06578947368421052,0.039473684210526314,86
5_8S_rRNA,174,0.5287356321839081,0.47126436781609193,45,42,50,37,0,3,0,1,13,61.77316091954024,53955.53999999996,5.068766555285894,1.9914877193628047,0.7988505747126436,0.07514450867052024,0.07514450867052024,0.06358381502890173,0.046242774566473986,0.06358381502890173,0.017341040462427744,0.09826589595375723,0.06358381502890173,0.09248554913294797,0.09826589595375723,0.046242774566473986,0.046242774566473986,0.028901734104046242,0.046242774566473986,0.08092485549132948,0.057803468208092484,97
5_8S_rRNA,128,0.515625,0.484375,31,41,25,31,0,5,0,1,7,61.235625000000006,39226.02999999997,4.660058196536774,1.9772171236117515,0.703125,0.07086614173228346,0.06299212598425197,0.031496062992125984,0.07086614173228346,0.08661417322834646,0.11811023622047244,0.05511811023622047,0.06299212598425197,0.05511811023622047,0.05511811023622047,0.03937007874015748,0.047244094488188976,0.031496062992125984,0.07874015748031496,0.07086614173228346,0.06299212598425197,70
5S_rRNA,122,0.5737704918032787,0.4016393442622951,26,32,38,23,0,5,3,1,6,63.61959016393443,36903.56999999996,4.733869526443608,1.973182442536213,0.7478991596638656,0.049586776859504134,0.08264462809917356,0.049586776859504134,0.03305785123966942,0.049586776859504134,0.05785123966942149,0.0743801652892562,0.06611570247933884,0.049586776859504134,0.05785123966942149,0.12396694214876033,0.08264462809917356,0.05785123966942149,0.05785123966942149,0.06611570247933884,0.008264462809917356,41
5S_rRNA,120,0.5416666666666666,0.4583333333333333,27,31,34,28,0,3,0,1,7,62.30333333333334,37131.70999999997,4.715311532225102,1.9940429072707582,0.7666666666666667,0.025210084033613446,0.08403361344537816,0.06722689075630252,0.05042016806722689,0.06722689075630252,0.08403361344537816,0.058823529411764705,0.04201680672268908,0.04201680672268908,0.05042016806722689,0.08403361344537816,0.1092436974789916,0.08403361344537816,0.04201680672268908,0.07563025210084033,0.03361344537815126,66
5S_rRNA,113,0.6460176991150443,0.35398230088495575,26,35,38,14,0,4,0,0,9,66.58172566371682,35033.399999999965,4.519999987133629,1.9134484076859408,0.6902654867256637,0.05357142857142857,0.07142857142857142,0.09821428571428571,0.008928571428571428,0.05357142857142857,0.11607142857142858,0.08035714285714286,0.05357142857142857,0.08928571428571429,0.08928571428571429,0.11607142857142858,0.044642857142857144,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.017857142857142856,59
5S_rRNA,117,0.39316239316239315,0.6068376068376068,36,21,25,35,0,4,0,1,17,56.214658119658125,36225.23999999996,4.772581706041735,1.9645760335345228,0.7863247863247863,0.07758620689655173,0.04310344827586207,0.06896551724137931,0.11206896551724138,0.0603448275862069,0.04310344827586207,0.02586206896551724,0.05172413793103448,0.08620689655172414,0.02586206896551724,0.02586206896551724,0.07758620689655173,0.07758620689655173,0.06896551724137931,0.09482758620689655,0.0603448275862069,77
5S_rRNA,119,0.47058823529411764,0.5294117647058824,28,27,29,35,0,3,0,1,7,59.38911764705883,36771.47999999996,4.887715680289762,1.9923450336625654,0.7899159663865546,0.03389830508474576,0.059322033898305086,0.059322033898305086,0.0847457627118644,0.06779661016949153,0.0423728813559322,0.01694915254237288,0.1016949152542373,0.059322033898305086,0.05084745762711865,0.07627118644067797,0.059322033898305086,0.06779661016949153,0.07627118644067797,0.09322033898305085,0.05084745762711865,32
5S_rRNA,119,0.4117647058823529,0.5882352941176471,35,21,28,35,0,4,0,1,11,56.97735294117648,36899.65999999996,4.83643362900771,1.971335285306981,0.7058823529411765,0.0847457627118644,0.0423728813559322,0.059322033898305086,0.11016949152542373,0.059322033898305086,0.0423728813559322,0.025423728813559324,0.05084745762711865,0.06779661016949153,0.025423728813559324,0.0847457627118644,0.059322033898305086,0.07627118644067797,0.06779661016949153,0.06779661016949153,0.07627118644067797,39
5S_rRNA,109,0.48623853211009177,0.5137614678899083,28,24,29,28,0,4,0,1,6,60.03077981651377,33774.60999999997,4.892147223664533,1.9963272191692827,0.7798165137614679,0.05555555555555555,0.06481481481481481,0.09259259259259259,0.046296296296296294,0.06481481481481481,0.046296296296296294,0.027777777777777776,0.08333333333333333,0.07407407407407407,0.046296296296296294,0.06481481481481481,0.08333333333333333,0.06481481481481481,0.06481481481481481,0.07407407407407407,0.046296296296296294,41
